# bin_left_ns bin_right_ns counts
2195.5017 2196.1587 0
2196.1587 2196.8157 0
2196.8157 2197.4727 0
2197.4727 2198.1296 0
2198.1296 2198.7866 0
2198.7866 2199.4436 0
2199.4436 2200.1006 0
2200.1006 2200.7576 0
2200.7576 2201.4146 0
2201.4146 2202.0715 0
2202.0715 2202.7285 0
2202.7285 2203.3855 0
2203.3855 2204.0425 0
2204.0425 2204.6995 0
2204.6995 2205.3565 0
2205.3565 2206.0134 0
2206.0134 2206.6704 0
2206.6704 2207.3274 0
2207.3274 2207.9844 0
2207.9844 2208.6414 0
2208.6414 2209.2984 0
2209.2984 2209.9553 0
2209.9553 2210.6123 0
2210.6123 2211.2693 0
2211.2693 2211.9263 0
2211.9263 2212.5833 0
2212.5833 2213.2403 0
2213.2403 2213.8973 0
2213.8973 2214.5542 0
2214.5542 2215.2112 0
2215.2112 2215.8682 0
2215.8682 2216.5252 0
2216.5252 2217.1822 0
2217.1822 2217.8392 0
2217.8392 2218.4961 0
2218.4961 2219.1531 0
2219.1531 2219.8101 0
2219.8101 2220.4671 0
2220.4671 2221.1241 0
2221.1241 2221.7811 0
2221.7811 2222.4380 0
2222.4380 2223.0950 0
2223.0950 2223.7520 0
2223.7520 2224.4090 0
2224.4090 2225.0660 0
2225.0660 2225.7230 0
2225.7230 2226.3799 0
2226.3799 2227.0369 0
2227.0369 2227.6939 0
2227.6939 2228.3509 0
2228.3509 2229.0079 0
2229.0079 2229.6649 0
2229.6649 2230.3218 1
2230.3218 2230.9788 0
2230.9788 2231.6358 0
2231.6358 2232.2928 0
2232.2928 2232.9498 0
2232.9498 2233.6068 0
2233.6068 2234.2637 0
2234.2637 2234.9207 0
2234.9207 2235.5777 0
2235.5777 2236.2347 0
2236.2347 2236.8917 0
2236.8917 2237.5487 0
2237.5487 2238.2057 0
2238.2057 2238.8626 0
2238.8626 2239.5196 0
2239.5196 2240.1766 0
2240.1766 2240.8336 0
2240.8336 2241.4906 0
2241.4906 2242.1476 0
2242.1476 2242.8045 0
2242.8045 2243.4615 0
2243.4615 2244.1185 0
2244.1185 2244.7755 0
2244.7755 2245.4325 0
2245.4325 2246.0895 0
2246.0895 2246.7464 0
2246.7464 2247.4034 0
2247.4034 2248.0604 0
2248.0604 2248.7174 0
2248.7174 2249.3744 0
2249.3744 2250.0314 0
2250.0314 2250.6883 0
2250.6883 2251.3453 0
2251.3453 2252.0023 0
2252.0023 2252.6593 0
2252.6593 2253.3163 0
2253.3163 2253.9733 0
2253.9733 2254.6302 0
2254.6302 2255.2872 0
2255.2872 2255.9442 0
2255.9442 2256.6012 0
2256.6012 2257.2582 0
2257.2582 2257.9152 0
2257.9152 2258.5721 0
2258.5721 2259.2291 0
2259.2291 2259.8861 0
2259.8861 2260.5431 0
2260.5431 2261.2001 0
2261.2001 2261.8571 0
2261.8571 2262.5141 0
2262.5141 2263.1710 0
2263.1710 2263.8280 0
2263.8280 2264.4850 0
2264.4850 2265.1420 0
2265.1420 2265.7990 0
2265.7990 2266.4560 0
2266.4560 2267.1129 0
2267.1129 2267.7699 0
2267.7699 2268.4269 0
2268.4269 2269.0839 0
2269.0839 2269.7409 0
2269.7409 2270.3979 0
2270.3979 2271.0548 0
2271.0548 2271.7118 0
2271.7118 2272.3688 0
2272.3688 2273.0258 0
2273.0258 2273.6828 0
2273.6828 2274.3398 0
2274.3398 2274.9967 0
2274.9967 2275.6537 0
2275.6537 2276.3107 0
2276.3107 2276.9677 0
2276.9677 2277.6247 0
2277.6247 2278.2817 0
2278.2817 2278.9386 0
2278.9386 2279.5956 0
2279.5956 2280.2526 0
2280.2526 2280.9096 0
2280.9096 2281.5666 0
2281.5666 2282.2236 0
2282.2236 2282.8805 0
2282.8805 2283.5375 0
2283.5375 2284.1945 0
2284.1945 2284.8515 0
2284.8515 2285.5085 0
2285.5085 2286.1655 0
2286.1655 2286.8225 0
2286.8225 2287.4794 0
2287.4794 2288.1364 0
2288.1364 2288.7934 0
2288.7934 2289.4504 0
2289.4504 2290.1074 0
2290.1074 2290.7644 0
2290.7644 2291.4213 0
2291.4213 2292.0783 0
2292.0783 2292.7353 0
2292.7353 2293.3923 0
2293.3923 2294.0493 0
2294.0493 2294.7063 0
2294.7063 2295.3632 0
2295.3632 2296.0202 0
2296.0202 2296.6772 0
2296.6772 2297.3342 0
2297.3342 2297.9912 0
2297.9912 2298.6482 0
2298.6482 2299.3051 0
2299.3051 2299.9621 0
2299.9621 2300.6191 0
2300.6191 2301.2761 0
2301.2761 2301.9331 0
2301.9331 2302.5901 0
2302.5901 2303.2470 0
2303.2470 2303.9040 0
2303.9040 2304.5610 0
2304.5610 2305.2180 0
2305.2180 2305.8750 0
2305.8750 2306.5320 0
2306.5320 2307.1889 0
2307.1889 2307.8459 0
2307.8459 2308.5029 0
2308.5029 2309.1599 0
2309.1599 2309.8169 0
2309.8169 2310.4739 0
2310.4739 2311.1308 0
2311.1308 2311.7878 0
2311.7878 2312.4448 0
2312.4448 2313.1018 0
2313.1018 2313.7588 0
2313.7588 2314.4158 0
2314.4158 2315.0728 0
2315.0728 2315.7297 0
2315.7297 2316.3867 0
2316.3867 2317.0437 0
2317.0437 2317.7007 0
2317.7007 2318.3577 0
2318.3577 2319.0147 0
2319.0147 2319.6716 0
2319.6716 2320.3286 0
2320.3286 2320.9856 0
2320.9856 2321.6426 0
2321.6426 2322.2996 0
2322.2996 2322.9566 0
2322.9566 2323.6135 0
2323.6135 2324.2705 0
2324.2705 2324.9275 0
2324.9275 2325.5845 0
2325.5845 2326.2415 0
2326.2415 2326.8985 0
2326.8985 2327.5554 0
2327.5554 2328.2124 0
2328.2124 2328.8694 0
2328.8694 2329.5264 0
2329.5264 2330.1834 0
2330.1834 2330.8404 0
2330.8404 2331.4973 0
2331.4973 2332.1543 0
2332.1543 2332.8113 0
2332.8113 2333.4683 0
2333.4683 2334.1253 0
2334.1253 2334.7823 0
2334.7823 2335.4392 0
2335.4392 2336.0962 0
2336.0962 2336.7532 0
2336.7532 2337.4102 0
2337.4102 2338.0672 0
2338.0672 2338.7242 0
2338.7242 2339.3812 0
2339.3812 2340.0381 0
2340.0381 2340.6951 0
2340.6951 2341.3521 0
2341.3521 2342.0091 0
2342.0091 2342.6661 0
2342.6661 2343.3231 0
2343.3231 2343.9800 0
2343.9800 2344.6370 0
2344.6370 2345.2940 0
2345.2940 2345.9510 0
2345.9510 2346.6080 0
2346.6080 2347.2650 0
2347.2650 2347.9219 0
2347.9219 2348.5789 0
2348.5789 2349.2359 0
2349.2359 2349.8929 0
2349.8929 2350.5499 0
2350.5499 2351.2069 0
2351.2069 2351.8638 0
2351.8638 2352.5208 0
2352.5208 2353.1778 0
2353.1778 2353.8348 0
2353.8348 2354.4918 0
2354.4918 2355.1488 0
2355.1488 2355.8057 0
2355.8057 2356.4627 0
2356.4627 2357.1197 0
2357.1197 2357.7767 0
2357.7767 2358.4337 0
2358.4337 2359.0907 0
2359.0907 2359.7476 0
2359.7476 2360.4046 0
2360.4046 2361.0616 0
2361.0616 2361.7186 0
2361.7186 2362.3756 0
2362.3756 2363.0326 0
2363.0326 2363.6896 0
2363.6896 2364.3465 0
2364.3465 2365.0035 0
2365.0035 2365.6605 0
2365.6605 2366.3175 0
2366.3175 2366.9745 0
2366.9745 2367.6315 0
2367.6315 2368.2884 0
2368.2884 2368.9454 0
2368.9454 2369.6024 0
2369.6024 2370.2594 0
2370.2594 2370.9164 0
2370.9164 2371.5734 0
2371.5734 2372.2303 0
2372.2303 2372.8873 0
2372.8873 2373.5443 0
2373.5443 2374.2013 0
2374.2013 2374.8583 0
2374.8583 2375.5153 0
2375.5153 2376.1722 0
2376.1722 2376.8292 0
2376.8292 2377.4862 0
2377.4862 2378.1432 0
2378.1432 2378.8002 0
2378.8002 2379.4572 0
2379.4572 2380.1141 0
2380.1141 2380.7711 0
2380.7711 2381.4281 0
2381.4281 2382.0851 0
2382.0851 2382.7421 0
2382.7421 2383.3991 0
2383.3991 2384.0560 0
2384.0560 2384.7130 0
2384.7130 2385.3700 0
2385.3700 2386.0270 0
2386.0270 2386.6840 0
2386.6840 2387.3410 0
2387.3410 2387.9980 0
2387.9980 2388.6549 0
2388.6549 2389.3119 0
2389.3119 2389.9689 0
2389.9689 2390.6259 0
2390.6259 2391.2829 0
2391.2829 2391.9399 0
2391.9399 2392.5968 0
2392.5968 2393.2538 0
2393.2538 2393.9108 0
2393.9108 2394.5678 0
2394.5678 2395.2248 0
2395.2248 2395.8818 0
2395.8818 2396.5387 0
2396.5387 2397.1957 0
2397.1957 2397.8527 0
2397.8527 2398.5097 0
2398.5097 2399.1667 0
2399.1667 2399.8237 0
2399.8237 2400.4806 0
2400.4806 2401.1376 0
2401.1376 2401.7946 0
2401.7946 2402.4516 0
2402.4516 2403.1086 0
2403.1086 2403.7656 0
2403.7656 2404.4225 0
2404.4225 2405.0795 0
2405.0795 2405.7365 0
2405.7365 2406.3935 0
2406.3935 2407.0505 0
2407.0505 2407.7075 0
2407.7075 2408.3644 0
2408.3644 2409.0214 0
2409.0214 2409.6784 0
2409.6784 2410.3354 0
2410.3354 2410.9924 0
2410.9924 2411.6494 0
2411.6494 2412.3064 0
2412.3064 2412.9633 0
2412.9633 2413.6203 0
2413.6203 2414.2773 0
2414.2773 2414.9343 0
2414.9343 2415.5913 0
2415.5913 2416.2483 0
2416.2483 2416.9052 0
2416.9052 2417.5622 0
2417.5622 2418.2192 0
2418.2192 2418.8762 0
2418.8762 2419.5332 0
2419.5332 2420.1902 0
2420.1902 2420.8471 0
2420.8471 2421.5041 0
2421.5041 2422.1611 0
2422.1611 2422.8181 0
2422.8181 2423.4751 0
2423.4751 2424.1321 0
2424.1321 2424.7890 0
2424.7890 2425.4460 0
2425.4460 2426.1030 0
2426.1030 2426.7600 0
2426.7600 2427.4170 0
2427.4170 2428.0740 0
2428.0740 2428.7309 0
2428.7309 2429.3879 0
2429.3879 2430.0449 0
2430.0449 2430.7019 0
2430.7019 2431.3589 0
2431.3589 2432.0159 0
2432.0159 2432.6728 0
2432.6728 2433.3298 0
2433.3298 2433.9868 0
2433.9868 2434.6438 0
2434.6438 2435.3008 0
2435.3008 2435.9578 0
2435.9578 2436.6147 0
2436.6147 2437.2717 0
2437.2717 2437.9287 0
2437.9287 2438.5857 0
2438.5857 2439.2427 0
2439.2427 2439.8997 0
2439.8997 2440.5567 0
2440.5567 2441.2136 0
2441.2136 2441.8706 0
2441.8706 2442.5276 0
2442.5276 2443.1846 0
2443.1846 2443.8416 0
2443.8416 2444.4986 0
2444.4986 2445.1555 0
2445.1555 2445.8125 0
2445.8125 2446.4695 0
2446.4695 2447.1265 0
2447.1265 2447.7835 0
2447.7835 2448.4405 0
2448.4405 2449.0974 0
2449.0974 2449.7544 0
2449.7544 2450.4114 0
2450.4114 2451.0684 0
2451.0684 2451.7254 0
2451.7254 2452.3824 0
2452.3824 2453.0393 0
2453.0393 2453.6963 0
2453.6963 2454.3533 0
2454.3533 2455.0103 0
2455.0103 2455.6673 0
2455.6673 2456.3243 0
2456.3243 2456.9812 0
2456.9812 2457.6382 0
2457.6382 2458.2952 0
2458.2952 2458.9522 0
2458.9522 2459.6092 0
2459.6092 2460.2662 0
2460.2662 2460.9231 0
2460.9231 2461.5801 0
2461.5801 2462.2371 0
2462.2371 2462.8941 0
2462.8941 2463.5511 0
2463.5511 2464.2081 0
2464.2081 2464.8651 0
2464.8651 2465.5220 0
2465.5220 2466.1790 0
2466.1790 2466.8360 0
2466.8360 2467.4930 0
2467.4930 2468.1500 0
2468.1500 2468.8070 0
2468.8070 2469.4639 0
2469.4639 2470.1209 0
2470.1209 2470.7779 0
2470.7779 2471.4349 0
2471.4349 2472.0919 0
2472.0919 2472.7489 0
2472.7489 2473.4058 0
2473.4058 2474.0628 0
2474.0628 2474.7198 0
2474.7198 2475.3768 0
2475.3768 2476.0338 0
2476.0338 2476.6908 0
2476.6908 2477.3477 0
2477.3477 2478.0047 0
2478.0047 2478.6617 0
2478.6617 2479.3187 0
2479.3187 2479.9757 0
2479.9757 2480.6327 0
2480.6327 2481.2896 0
2481.2896 2481.9466 0
2481.9466 2482.6036 0
2482.6036 2483.2606 0
2483.2606 2483.9176 0
2483.9176 2484.5746 0
2484.5746 2485.2315 0
2485.2315 2485.8885 0
2485.8885 2486.5455 0
2486.5455 2487.2025 0
2487.2025 2487.8595 0
2487.8595 2488.5165 0
2488.5165 2489.1735 0
2489.1735 2489.8304 0
2489.8304 2490.4874 0
2490.4874 2491.1444 0
2491.1444 2491.8014 0
2491.8014 2492.4584 0
2492.4584 2493.1154 0
2493.1154 2493.7723 0
2493.7723 2494.4293 0
2494.4293 2495.0863 0
2495.0863 2495.7433 0
2495.7433 2496.4003 0
2496.4003 2497.0573 0
2497.0573 2497.7142 0
2497.7142 2498.3712 0
2498.3712 2499.0282 0
2499.0282 2499.6852 0
2499.6852 2500.3422 0
2500.3422 2500.9992 0
2500.9992 2501.6561 0
2501.6561 2502.3131 0
2502.3131 2502.9701 0
2502.9701 2503.6271 0
2503.6271 2504.2841 0
2504.2841 2504.9411 0
2504.9411 2505.5980 0
2505.5980 2506.2550 0
2506.2550 2506.9120 0
2506.9120 2507.5690 0
2507.5690 2508.2260 0
2508.2260 2508.8830 0
2508.8830 2509.5399 0
2509.5399 2510.1969 0
2510.1969 2510.8539 0
2510.8539 2511.5109 0
2511.5109 2512.1679 0
2512.1679 2512.8249 0
2512.8249 2513.4819 0
2513.4819 2514.1388 0
2514.1388 2514.7958 0
2514.7958 2515.4528 0
2515.4528 2516.1098 0
2516.1098 2516.7668 0
2516.7668 2517.4238 0
2517.4238 2518.0807 0
2518.0807 2518.7377 0
2518.7377 2519.3947 0
2519.3947 2520.0517 0
2520.0517 2520.7087 0
2520.7087 2521.3657 0
2521.3657 2522.0226 0
2522.0226 2522.6796 0
2522.6796 2523.3366 0
2523.3366 2523.9936 0
2523.9936 2524.6506 0
2524.6506 2525.3076 0
2525.3076 2525.9645 0
2525.9645 2526.6215 0
2526.6215 2527.2785 0
2527.2785 2527.9355 0
2527.9355 2528.5925 0
2528.5925 2529.2495 0
2529.2495 2529.9064 0
2529.9064 2530.5634 0
2530.5634 2531.2204 0
2531.2204 2531.8774 0
2531.8774 2532.5344 0
2532.5344 2533.1914 0
2533.1914 2533.8483 0
2533.8483 2534.5053 0
2534.5053 2535.1623 0
2535.1623 2535.8193 0
2535.8193 2536.4763 0
2536.4763 2537.1333 0
2537.1333 2537.7903 0
2537.7903 2538.4472 0
2538.4472 2539.1042 0
2539.1042 2539.7612 0
2539.7612 2540.4182 0
2540.4182 2541.0752 0
2541.0752 2541.7322 0
2541.7322 2542.3891 0
2542.3891 2543.0461 0
2543.0461 2543.7031 0
2543.7031 2544.3601 0
2544.3601 2545.0171 0
2545.0171 2545.6741 0
2545.6741 2546.3310 0
2546.3310 2546.9880 0
2546.9880 2547.6450 0
2547.6450 2548.3020 0
2548.3020 2548.9590 0
2548.9590 2549.6160 0
2549.6160 2550.2729 0
2550.2729 2550.9299 0
2550.9299 2551.5869 0
2551.5869 2552.2439 0
2552.2439 2552.9009 0
2552.9009 2553.5579 0
2553.5579 2554.2148 0
2554.2148 2554.8718 0
2554.8718 2555.5288 0
2555.5288 2556.1858 0
2556.1858 2556.8428 0
2556.8428 2557.4998 0
2557.4998 2558.1567 0
2558.1567 2558.8137 0
2558.8137 2559.4707 0
2559.4707 2560.1277 0
2560.1277 2560.7847 0
2560.7847 2561.4417 0
2561.4417 2562.0986 0
2562.0986 2562.7556 0
2562.7556 2563.4126 0
2563.4126 2564.0696 0
2564.0696 2564.7266 0
2564.7266 2565.3836 0
2565.3836 2566.0406 0
2566.0406 2566.6975 0
2566.6975 2567.3545 0
2567.3545 2568.0115 0
2568.0115 2568.6685 0
2568.6685 2569.3255 0
2569.3255 2569.9825 0
2569.9825 2570.6394 0
2570.6394 2571.2964 0
2571.2964 2571.9534 0
2571.9534 2572.6104 0
2572.6104 2573.2674 0
2573.2674 2573.9244 0
2573.9244 2574.5813 0
2574.5813 2575.2383 0
2575.2383 2575.8953 0
2575.8953 2576.5523 0
2576.5523 2577.2093 0
2577.2093 2577.8663 0
2577.8663 2578.5232 0
2578.5232 2579.1802 0
2579.1802 2579.8372 0
2579.8372 2580.4942 0
2580.4942 2581.1512 0
2581.1512 2581.8082 0
2581.8082 2582.4651 0
2582.4651 2583.1221 0
2583.1221 2583.7791 0
2583.7791 2584.4361 0
2584.4361 2585.0931 0
2585.0931 2585.7501 0
2585.7501 2586.4070 0
2586.4070 2587.0640 0
2587.0640 2587.7210 0
2587.7210 2588.3780 0
2588.3780 2589.0350 0
2589.0350 2589.6920 0
2589.6920 2590.3490 0
2590.3490 2591.0059 0
2591.0059 2591.6629 0
2591.6629 2592.3199 0
2592.3199 2592.9769 0
2592.9769 2593.6339 0
2593.6339 2594.2909 0
2594.2909 2594.9478 0
2594.9478 2595.6048 0
2595.6048 2596.2618 0
2596.2618 2596.9188 0
2596.9188 2597.5758 0
2597.5758 2598.2328 0
2598.2328 2598.8897 0
2598.8897 2599.5467 0
2599.5467 2600.2037 0
2600.2037 2600.8607 0
2600.8607 2601.5177 0
2601.5177 2602.1747 0
2602.1747 2602.8316 0
2602.8316 2603.4886 0
2603.4886 2604.1456 0
2604.1456 2604.8026 0
2604.8026 2605.4596 0
2605.4596 2606.1166 0
2606.1166 2606.7735 0
2606.7735 2607.4305 0
2607.4305 2608.0875 0
2608.0875 2608.7445 0
2608.7445 2609.4015 0
2609.4015 2610.0585 0
2610.0585 2610.7154 0
2610.7154 2611.3724 0
2611.3724 2612.0294 0
2612.0294 2612.6864 0
2612.6864 2613.3434 0
2613.3434 2614.0004 0
2614.0004 2614.6574 0
2614.6574 2615.3143 0
2615.3143 2615.9713 0
2615.9713 2616.6283 0
2616.6283 2617.2853 0
2617.2853 2617.9423 0
2617.9423 2618.5993 0
2618.5993 2619.2562 0
2619.2562 2619.9132 0
2619.9132 2620.5702 0
2620.5702 2621.2272 0
2621.2272 2621.8842 0
2621.8842 2622.5412 0
2622.5412 2623.1981 0
2623.1981 2623.8551 0
2623.8551 2624.5121 0
2624.5121 2625.1691 0
2625.1691 2625.8261 0
2625.8261 2626.4831 0
2626.4831 2627.1400 0
2627.1400 2627.7970 0
2627.7970 2628.4540 0
2628.4540 2629.1110 0
2629.1110 2629.7680 0
2629.7680 2630.4250 0
2630.4250 2631.0819 0
2631.0819 2631.7389 0
2631.7389 2632.3959 0
2632.3959 2633.0529 0
2633.0529 2633.7099 0
2633.7099 2634.3669 0
2634.3669 2635.0238 0
2635.0238 2635.6808 0
2635.6808 2636.3378 0
2636.3378 2636.9948 0
2636.9948 2637.6518 0
2637.6518 2638.3088 0
2638.3088 2638.9658 0
2638.9658 2639.6227 0
2639.6227 2640.2797 0
2640.2797 2640.9367 0
2640.9367 2641.5937 0
2641.5937 2642.2507 0
2642.2507 2642.9077 0
2642.9077 2643.5646 0
2643.5646 2644.2216 0
2644.2216 2644.8786 0
2644.8786 2645.5356 0
2645.5356 2646.1926 0
2646.1926 2646.8496 0
2646.8496 2647.5065 0
2647.5065 2648.1635 0
2648.1635 2648.8205 0
2648.8205 2649.4775 0
2649.4775 2650.1345 0
2650.1345 2650.7915 0
2650.7915 2651.4484 0
2651.4484 2652.1054 0
2652.1054 2652.7624 0
2652.7624 2653.4194 0
2653.4194 2654.0764 0
2654.0764 2654.7334 0
2654.7334 2655.3903 0
2655.3903 2656.0473 0
2656.0473 2656.7043 0
2656.7043 2657.3613 0
2657.3613 2658.0183 0
2658.0183 2658.6753 0
2658.6753 2659.3322 0
2659.3322 2659.9892 0
2659.9892 2660.6462 0
2660.6462 2661.3032 0
2661.3032 2661.9602 0
2661.9602 2662.6172 0
2662.6172 2663.2741 0
2663.2741 2663.9311 0
2663.9311 2664.5881 0
2664.5881 2665.2451 0
2665.2451 2665.9021 0
2665.9021 2666.5591 0
2666.5591 2667.2161 0
2667.2161 2667.8730 0
2667.8730 2668.5300 0
2668.5300 2669.1870 0
2669.1870 2669.8440 0
2669.8440 2670.5010 0
2670.5010 2671.1580 0
2671.1580 2671.8149 0
2671.8149 2672.4719 0
2672.4719 2673.1289 0
2673.1289 2673.7859 0
2673.7859 2674.4429 0
2674.4429 2675.0999 0
2675.0999 2675.7568 0
2675.7568 2676.4138 0
2676.4138 2677.0708 0
2677.0708 2677.7278 0
2677.7278 2678.3848 0
2678.3848 2679.0418 0
2679.0418 2679.6987 0
2679.6987 2680.3557 0
2680.3557 2681.0127 0
2681.0127 2681.6697 0
2681.6697 2682.3267 0
2682.3267 2682.9837 0
2682.9837 2683.6406 0
2683.6406 2684.2976 0
2684.2976 2684.9546 0
2684.9546 2685.6116 0
2685.6116 2686.2686 0
2686.2686 2686.9256 0
2686.9256 2687.5825 0
2687.5825 2688.2395 0
2688.2395 2688.8965 0
2688.8965 2689.5535 0
2689.5535 2690.2105 0
2690.2105 2690.8675 1
2690.8675 2691.5245 0
2691.5245 2692.1814 0
2692.1814 2692.8384 0
2692.8384 2693.4954 0
2693.4954 2694.1524 0
2694.1524 2694.8094 0
2694.8094 2695.4664 0
2695.4664 2696.1233 0
2696.1233 2696.7803 0
2696.7803 2697.4373 0
2697.4373 2698.0943 0
2698.0943 2698.7513 0
2698.7513 2699.4083 0
2699.4083 2700.0652 0
2700.0652 2700.7222 0
2700.7222 2701.3792 0
2701.3792 2702.0362 0
2702.0362 2702.6932 0
2702.6932 2703.3502 0
2703.3502 2704.0071 0
2704.0071 2704.6641 0
2704.6641 2705.3211 0
2705.3211 2705.9781 0
2705.9781 2706.6351 0
2706.6351 2707.2921 0
2707.2921 2707.9490 0
2707.9490 2708.6060 0
2708.6060 2709.2630 0
2709.2630 2709.9200 0
2709.9200 2710.5770 0
2710.5770 2711.2340 0
2711.2340 2711.8909 0
2711.8909 2712.5479 0
2712.5479 2713.2049 0
2713.2049 2713.8619 0
2713.8619 2714.5189 0
2714.5189 2715.1759 0
2715.1759 2715.8329 0
2715.8329 2716.4898 0
2716.4898 2717.1468 0
2717.1468 2717.8038 0
2717.8038 2718.4608 0
2718.4608 2719.1178 0
2719.1178 2719.7748 0
2719.7748 2720.4317 0
2720.4317 2721.0887 0
2721.0887 2721.7457 0
2721.7457 2722.4027 0
2722.4027 2723.0597 0
2723.0597 2723.7167 0
2723.7167 2724.3736 0
2724.3736 2725.0306 0
2725.0306 2725.6876 0
2725.6876 2726.3446 0
2726.3446 2727.0016 0
2727.0016 2727.6586 0
2727.6586 2728.3155 0
2728.3155 2728.9725 0
2728.9725 2729.6295 0
2729.6295 2730.2865 0
2730.2865 2730.9435 0
2730.9435 2731.6005 0
2731.6005 2732.2574 0
2732.2574 2732.9144 0
2732.9144 2733.5714 0
2733.5714 2734.2284 0
2734.2284 2734.8854 0
2734.8854 2735.5424 0
2735.5424 2736.1993 0
2736.1993 2736.8563 0
2736.8563 2737.5133 0
2737.5133 2738.1703 0
2738.1703 2738.8273 0
2738.8273 2739.4843 0
2739.4843 2740.1413 0
2740.1413 2740.7982 0
2740.7982 2741.4552 0
2741.4552 2742.1122 0
2742.1122 2742.7692 0
2742.7692 2743.4262 0
2743.4262 2744.0832 0
2744.0832 2744.7401 0
2744.7401 2745.3971 0
2745.3971 2746.0541 0
2746.0541 2746.7111 0
2746.7111 2747.3681 0
2747.3681 2748.0251 0
2748.0251 2748.6820 0
2748.6820 2749.3390 0
2749.3390 2749.9960 0
2749.9960 2750.6530 0
2750.6530 2751.3100 0
2751.3100 2751.9670 0
2751.9670 2752.6239 0
2752.6239 2753.2809 0
2753.2809 2753.9379 0
2753.9379 2754.5949 0
2754.5949 2755.2519 0
2755.2519 2755.9089 0
2755.9089 2756.5658 0
2756.5658 2757.2228 0
2757.2228 2757.8798 0
2757.8798 2758.5368 0
2758.5368 2759.1938 0
2759.1938 2759.8508 0
2759.8508 2760.5077 0
2760.5077 2761.1647 0
2761.1647 2761.8217 0
2761.8217 2762.4787 0
2762.4787 2763.1357 0
2763.1357 2763.7927 0
2763.7927 2764.4497 0
2764.4497 2765.1066 0
2765.1066 2765.7636 0
2765.7636 2766.4206 0
2766.4206 2767.0776 0
2767.0776 2767.7346 0
2767.7346 2768.3916 0
2768.3916 2769.0485 0
2769.0485 2769.7055 0
2769.7055 2770.3625 0
2770.3625 2771.0195 0
2771.0195 2771.6765 0
2771.6765 2772.3335 0
2772.3335 2772.9904 0
2772.9904 2773.6474 0
2773.6474 2774.3044 0
2774.3044 2774.9614 0
2774.9614 2775.6184 0
2775.6184 2776.2754 0
2776.2754 2776.9323 0
2776.9323 2777.5893 0
2777.5893 2778.2463 0
2778.2463 2778.9033 0
2778.9033 2779.5603 0
2779.5603 2780.2173 0
2780.2173 2780.8742 0
2780.8742 2781.5312 0
2781.5312 2782.1882 0
2782.1882 2782.8452 0
2782.8452 2783.5022 0
2783.5022 2784.1592 0
2784.1592 2784.8161 0
2784.8161 2785.4731 0
2785.4731 2786.1301 0
2786.1301 2786.7871 0
2786.7871 2787.4441 0
2787.4441 2788.1011 0
2788.1011 2788.7580 0
2788.7580 2789.4150 0
2789.4150 2790.0720 0
2790.0720 2790.7290 0
2790.7290 2791.3860 0
2791.3860 2792.0430 0
2792.0430 2792.7000 0
2792.7000 2793.3569 0
2793.3569 2794.0139 0
2794.0139 2794.6709 0
2794.6709 2795.3279 0
2795.3279 2795.9849 0
2795.9849 2796.6419 0
2796.6419 2797.2988 0
2797.2988 2797.9558 0
2797.9558 2798.6128 0
2798.6128 2799.2698 0
2799.2698 2799.9268 0
2799.9268 2800.5838 0
2800.5838 2801.2407 0
2801.2407 2801.8977 0
2801.8977 2802.5547 0
2802.5547 2803.2117 0
2803.2117 2803.8687 0
2803.8687 2804.5257 0
2804.5257 2805.1826 0
2805.1826 2805.8396 0
2805.8396 2806.4966 0
2806.4966 2807.1536 0
2807.1536 2807.8106 0
2807.8106 2808.4676 0
2808.4676 2809.1245 0
2809.1245 2809.7815 0
2809.7815 2810.4385 0
2810.4385 2811.0955 0
2811.0955 2811.7525 0
2811.7525 2812.4095 0
2812.4095 2813.0664 0
2813.0664 2813.7234 0
2813.7234 2814.3804 0
2814.3804 2815.0374 0
2815.0374 2815.6944 0
2815.6944 2816.3514 0
2816.3514 2817.0084 0
2817.0084 2817.6653 0
2817.6653 2818.3223 0
2818.3223 2818.9793 0
2818.9793 2819.6363 0
2819.6363 2820.2933 0
2820.2933 2820.9503 0
2820.9503 2821.6072 0
2821.6072 2822.2642 0
2822.2642 2822.9212 0
2822.9212 2823.5782 0
2823.5782 2824.2352 0
2824.2352 2824.8922 0
2824.8922 2825.5491 0
2825.5491 2826.2061 0
2826.2061 2826.8631 0
2826.8631 2827.5201 0
2827.5201 2828.1771 0
2828.1771 2828.8341 0
2828.8341 2829.4910 0
2829.4910 2830.1480 0
2830.1480 2830.8050 0
2830.8050 2831.4620 0
2831.4620 2832.1190 0
2832.1190 2832.7760 0
2832.7760 2833.4329 0
2833.4329 2834.0899 0
2834.0899 2834.7469 0
2834.7469 2835.4039 0
2835.4039 2836.0609 0
2836.0609 2836.7179 0
2836.7179 2837.3748 0
2837.3748 2838.0318 0
2838.0318 2838.6888 0
2838.6888 2839.3458 0
2839.3458 2840.0028 0
2840.0028 2840.6598 0
2840.6598 2841.3168 0
2841.3168 2841.9737 0
2841.9737 2842.6307 0
2842.6307 2843.2877 0
2843.2877 2843.9447 0
2843.9447 2844.6017 0
2844.6017 2845.2587 0
2845.2587 2845.9156 0
2845.9156 2846.5726 0
2846.5726 2847.2296 0
2847.2296 2847.8866 0
2847.8866 2848.5436 0
2848.5436 2849.2006 0
2849.2006 2849.8575 0
2849.8575 2850.5145 0
2850.5145 2851.1715 0
