# bin_left_ns bin_right_ns counts
864.4526 865.1096 0
865.1096 865.7666 0
865.7666 866.4235 0
866.4235 867.0805 0
867.0805 867.7375 0
867.7375 868.3945 0
868.3945 869.0515 0
869.0515 869.7085 0
869.7085 870.3654 0
870.3654 871.0224 0
871.0224 871.6794 0
871.6794 872.3364 0
872.3364 872.9934 0
872.9934 873.6504 0
873.6504 874.3073 0
874.3073 874.9643 0
874.9643 875.6213 0
875.6213 876.2783 0
876.2783 876.9353 0
876.9353 877.5923 0
877.5923 878.2492 0
878.2492 878.9062 0
878.9062 879.5632 0
879.5632 880.2202 0
880.2202 880.8772 1
880.8772 881.5342 0
881.5342 882.1912 0
882.1912 882.8481 0
882.8481 883.5051 0
883.5051 884.1621 0
884.1621 884.8191 0
884.8191 885.4761 1
885.4761 886.1331 0
886.1331 886.7900 0
886.7900 887.4470 0
887.4470 888.1040 0
888.1040 888.7610 0
888.7610 889.4180 0
889.4180 890.0750 0
890.0750 890.7319 0
890.7319 891.3889 0
891.3889 892.0459 0
892.0459 892.7029 1
892.7029 893.3599 0
893.3599 894.0169 0
894.0169 894.6738 0
894.6738 895.3308 0
895.3308 895.9878 0
895.9878 896.6448 0
896.6448 897.3018 0
897.3018 897.9588 0
897.9588 898.6157 0
898.6157 899.2727 0
899.2727 899.9297 0
899.9297 900.5867 1
900.5867 901.2437 0
901.2437 901.9007 0
901.9007 902.5576 0
902.5576 903.2146 0
903.2146 903.8716 0
903.8716 904.5286 0
904.5286 905.1856 0
905.1856 905.8426 0
905.8426 906.4996 0
906.4996 907.1565 0
907.1565 907.8135 0
907.8135 908.4705 0
908.4705 909.1275 1
909.1275 909.7845 0
909.7845 910.4415 0
910.4415 911.0984 0
911.0984 911.7554 0
911.7554 912.4124 0
912.4124 913.0694 0
913.0694 913.7264 0
913.7264 914.3834 0
914.3834 915.0403 1
915.0403 915.6973 0
915.6973 916.3543 0
916.3543 917.0113 0
917.0113 917.6683 0
917.6683 918.3253 0
918.3253 918.9822 0
918.9822 919.6392 0
919.6392 920.2962 0
920.2962 920.9532 0
920.9532 921.6102 0
921.6102 922.2672 0
922.2672 922.9241 0
922.9241 923.5811 0
923.5811 924.2381 0
924.2381 924.8951 0
924.8951 925.5521 0
925.5521 926.2091 0
926.2091 926.8660 1
926.8660 927.5230 0
927.5230 928.1800 0
928.1800 928.8370 0
928.8370 929.4940 0
929.4940 930.1510 0
930.1510 930.8080 0
930.8080 931.4649 0
931.4649 932.1219 0
932.1219 932.7789 0
932.7789 933.4359 0
933.4359 934.0929 0
934.0929 934.7499 0
934.7499 935.4068 0
935.4068 936.0638 0
936.0638 936.7208 0
936.7208 937.3778 0
937.3778 938.0348 0
938.0348 938.6918 0
938.6918 939.3487 0
939.3487 940.0057 0
940.0057 940.6627 0
940.6627 941.3197 0
941.3197 941.9767 0
941.9767 942.6337 0
942.6337 943.2906 0
943.2906 943.9476 0
943.9476 944.6046 0
944.6046 945.2616 0
945.2616 945.9186 1
945.9186 946.5756 0
946.5756 947.2325 0
947.2325 947.8895 0
947.8895 948.5465 0
948.5465 949.2035 0
949.2035 949.8605 0
949.8605 950.5175 1
950.5175 951.1744 1
951.1744 951.8314 0
951.8314 952.4884 0
952.4884 953.1454 0
953.1454 953.8024 0
953.8024 954.4594 0
954.4594 955.1163 0
955.1163 955.7733 0
955.7733 956.4303 1
956.4303 957.0873 0
957.0873 957.7443 0
957.7443 958.4013 0
958.4013 959.0583 0
959.0583 959.7152 0
959.7152 960.3722 0
960.3722 961.0292 0
961.0292 961.6862 0
961.6862 962.3432 1
962.3432 963.0002 0
963.0002 963.6571 0
963.6571 964.3141 0
964.3141 964.9711 0
964.9711 965.6281 0
965.6281 966.2851 0
966.2851 966.9421 0
966.9421 967.5990 0
967.5990 968.2560 0
968.2560 968.9130 0
968.9130 969.5700 0
969.5700 970.2270 0
970.2270 970.8840 0
970.8840 971.5409 0
971.5409 972.1979 0
972.1979 972.8549 0
972.8549 973.5119 0
973.5119 974.1689 0
974.1689 974.8259 0
974.8259 975.4828 0
975.4828 976.1398 0
976.1398 976.7968 0
976.7968 977.4538 0
977.4538 978.1108 0
978.1108 978.7678 0
978.7678 979.4247 0
979.4247 980.0817 0
980.0817 980.7387 2
980.7387 981.3957 1
981.3957 982.0527 0
982.0527 982.7097 0
982.7097 983.3667 0
983.3667 984.0236 0
984.0236 984.6806 1
984.6806 985.3376 0
985.3376 985.9946 0
985.9946 986.6516 0
986.6516 987.3086 0
987.3086 987.9655 0
987.9655 988.6225 0
988.6225 989.2795 0
989.2795 989.9365 0
989.9365 990.5935 0
990.5935 991.2505 0
991.2505 991.9074 0
991.9074 992.5644 0
992.5644 993.2214 0
993.2214 993.8784 0
993.8784 994.5354 0
994.5354 995.1924 0
995.1924 995.8493 0
995.8493 996.5063 0
996.5063 997.1633 0
997.1633 997.8203 0
997.8203 998.4773 1
998.4773 999.1343 0
999.1343 999.7912 0
999.7912 1000.4482 0
1000.4482 1001.1052 0
1001.1052 1001.7622 0
1001.7622 1002.4192 0
1002.4192 1003.0762 0
1003.0762 1003.7331 0
1003.7331 1004.3901 0
1004.3901 1005.0471 0
1005.0471 1005.7041 0
1005.7041 1006.3611 0
1006.3611 1007.0181 0
1007.0181 1007.6751 0
1007.6751 1008.3320 0
1008.3320 1008.9890 0
1008.9890 1009.6460 0
1009.6460 1010.3030 0
1010.3030 1010.9600 0
1010.9600 1011.6170 0
1011.6170 1012.2739 0
1012.2739 1012.9309 0
1012.9309 1013.5879 0
1013.5879 1014.2449 0
1014.2449 1014.9019 0
1014.9019 1015.5589 0
1015.5589 1016.2158 0
1016.2158 1016.8728 1
1016.8728 1017.5298 0
1017.5298 1018.1868 0
1018.1868 1018.8438 0
1018.8438 1019.5008 0
1019.5008 1020.1577 0
1020.1577 1020.8147 0
1020.8147 1021.4717 0
1021.4717 1022.1287 0
1022.1287 1022.7857 0
1022.7857 1023.4427 0
1023.4427 1024.0996 1
1024.0996 1024.7566 0
1024.7566 1025.4136 0
1025.4136 1026.0706 0
1026.0706 1026.7276 0
1026.7276 1027.3846 0
1027.3846 1028.0415 0
1028.0415 1028.6985 0
1028.6985 1029.3555 0
1029.3555 1030.0125 0
1030.0125 1030.6695 0
1030.6695 1031.3265 0
1031.3265 1031.9835 0
1031.9835 1032.6404 0
1032.6404 1033.2974 0
1033.2974 1033.9544 0
1033.9544 1034.6114 0
1034.6114 1035.2684 0
1035.2684 1035.9254 1
1035.9254 1036.5823 0
1036.5823 1037.2393 0
1037.2393 1037.8963 0
1037.8963 1038.5533 0
1038.5533 1039.2103 1
1039.2103 1039.8673 0
1039.8673 1040.5242 0
1040.5242 1041.1812 0
1041.1812 1041.8382 0
1041.8382 1042.4952 0
1042.4952 1043.1522 0
1043.1522 1043.8092 0
1043.8092 1044.4661 0
1044.4661 1045.1231 0
1045.1231 1045.7801 0
1045.7801 1046.4371 0
1046.4371 1047.0941 0
1047.0941 1047.7511 0
1047.7511 1048.4080 0
1048.4080 1049.0650 0
1049.0650 1049.7220 0
1049.7220 1050.3790 0
1050.3790 1051.0360 0
1051.0360 1051.6930 0
1051.6930 1052.3499 0
1052.3499 1053.0069 0
1053.0069 1053.6639 0
1053.6639 1054.3209 0
1054.3209 1054.9779 0
1054.9779 1055.6349 0
1055.6349 1056.2919 0
1056.2919 1056.9488 0
1056.9488 1057.6058 0
1057.6058 1058.2628 0
1058.2628 1058.9198 0
1058.9198 1059.5768 0
1059.5768 1060.2338 0
1060.2338 1060.8907 0
1060.8907 1061.5477 0
1061.5477 1062.2047 1
1062.2047 1062.8617 0
1062.8617 1063.5187 1
1063.5187 1064.1757 0
1064.1757 1064.8326 0
1064.8326 1065.4896 0
1065.4896 1066.1466 0
1066.1466 1066.8036 1
1066.8036 1067.4606 0
1067.4606 1068.1176 0
1068.1176 1068.7745 0
1068.7745 1069.4315 0
1069.4315 1070.0885 0
1070.0885 1070.7455 0
1070.7455 1071.4025 0
1071.4025 1072.0595 0
1072.0595 1072.7164 0
1072.7164 1073.3734 0
1073.3734 1074.0304 0
1074.0304 1074.6874 0
1074.6874 1075.3444 0
1075.3444 1076.0014 0
1076.0014 1076.6583 0
1076.6583 1077.3153 0
1077.3153 1077.9723 0
1077.9723 1078.6293 0
1078.6293 1079.2863 0
1079.2863 1079.9433 0
1079.9433 1080.6002 0
1080.6002 1081.2572 0
1081.2572 1081.9142 0
1081.9142 1082.5712 0
1082.5712 1083.2282 0
1083.2282 1083.8852 0
1083.8852 1084.5422 0
1084.5422 1085.1991 0
1085.1991 1085.8561 0
1085.8561 1086.5131 0
1086.5131 1087.1701 0
1087.1701 1087.8271 0
1087.8271 1088.4841 0
1088.4841 1089.1410 0
1089.1410 1089.7980 0
1089.7980 1090.4550 0
1090.4550 1091.1120 1
1091.1120 1091.7690 0
1091.7690 1092.4260 0
1092.4260 1093.0829 0
1093.0829 1093.7399 0
1093.7399 1094.3969 0
1094.3969 1095.0539 0
1095.0539 1095.7109 0
1095.7109 1096.3679 0
1096.3679 1097.0248 0
1097.0248 1097.6818 0
1097.6818 1098.3388 0
1098.3388 1098.9958 0
1098.9958 1099.6528 0
1099.6528 1100.3098 0
1100.3098 1100.9667 0
1100.9667 1101.6237 0
1101.6237 1102.2807 0
1102.2807 1102.9377 0
1102.9377 1103.5947 0
1103.5947 1104.2517 0
1104.2517 1104.9086 0
1104.9086 1105.5656 0
1105.5656 1106.2226 0
1106.2226 1106.8796 0
1106.8796 1107.5366 0
1107.5366 1108.1936 0
1108.1936 1108.8506 0
1108.8506 1109.5075 0
1109.5075 1110.1645 0
1110.1645 1110.8215 0
1110.8215 1111.4785 0
1111.4785 1112.1355 0
1112.1355 1112.7925 0
1112.7925 1113.4494 0
1113.4494 1114.1064 0
1114.1064 1114.7634 0
1114.7634 1115.4204 0
1115.4204 1116.0774 0
1116.0774 1116.7344 0
1116.7344 1117.3913 0
1117.3913 1118.0483 1
1118.0483 1118.7053 0
1118.7053 1119.3623 0
1119.3623 1120.0193 0
1120.0193 1120.6763 0
1120.6763 1121.3332 0
1121.3332 1121.9902 0
1121.9902 1122.6472 0
1122.6472 1123.3042 0
1123.3042 1123.9612 0
1123.9612 1124.6182 0
1124.6182 1125.2751 0
1125.2751 1125.9321 0
1125.9321 1126.5891 0
1126.5891 1127.2461 0
1127.2461 1127.9031 0
1127.9031 1128.5601 0
1128.5601 1129.2170 0
1129.2170 1129.8740 0
1129.8740 1130.5310 0
1130.5310 1131.1880 0
1131.1880 1131.8450 0
1131.8450 1132.5020 0
1132.5020 1133.1590 0
1133.1590 1133.8159 0
1133.8159 1134.4729 0
1134.4729 1135.1299 0
1135.1299 1135.7869 0
1135.7869 1136.4439 0
1136.4439 1137.1009 0
1137.1009 1137.7578 0
1137.7578 1138.4148 0
1138.4148 1139.0718 0
1139.0718 1139.7288 0
1139.7288 1140.3858 0
1140.3858 1141.0428 0
1141.0428 1141.6997 0
1141.6997 1142.3567 0
1142.3567 1143.0137 0
1143.0137 1143.6707 1
1143.6707 1144.3277 0
1144.3277 1144.9847 0
1144.9847 1145.6416 0
1145.6416 1146.2986 0
1146.2986 1146.9556 0
1146.9556 1147.6126 0
1147.6126 1148.2696 0
1148.2696 1148.9266 0
1148.9266 1149.5835 0
1149.5835 1150.2405 0
1150.2405 1150.8975 0
1150.8975 1151.5545 1
1151.5545 1152.2115 0
1152.2115 1152.8685 0
1152.8685 1153.5254 0
1153.5254 1154.1824 0
1154.1824 1154.8394 0
1154.8394 1155.4964 0
1155.4964 1156.1534 0
1156.1534 1156.8104 0
1156.8104 1157.4674 0
1157.4674 1158.1243 0
1158.1243 1158.7813 0
1158.7813 1159.4383 0
1159.4383 1160.0953 0
1160.0953 1160.7523 0
1160.7523 1161.4093 0
1161.4093 1162.0662 0
1162.0662 1162.7232 0
1162.7232 1163.3802 0
1163.3802 1164.0372 0
1164.0372 1164.6942 0
1164.6942 1165.3512 0
1165.3512 1166.0081 0
1166.0081 1166.6651 0
1166.6651 1167.3221 0
1167.3221 1167.9791 0
1167.9791 1168.6361 0
1168.6361 1169.2931 0
1169.2931 1169.9500 0
1169.9500 1170.6070 0
1170.6070 1171.2640 0
1171.2640 1171.9210 0
1171.9210 1172.5780 0
1172.5780 1173.2350 0
1173.2350 1173.8919 0
1173.8919 1174.5489 0
1174.5489 1175.2059 0
1175.2059 1175.8629 0
1175.8629 1176.5199 0
1176.5199 1177.1769 0
1177.1769 1177.8338 0
1177.8338 1178.4908 0
1178.4908 1179.1478 0
1179.1478 1179.8048 0
1179.8048 1180.4618 0
1180.4618 1181.1188 0
1181.1188 1181.7758 0
1181.7758 1182.4327 1
1182.4327 1183.0897 0
1183.0897 1183.7467 0
1183.7467 1184.4037 0
1184.4037 1185.0607 0
1185.0607 1185.7177 0
1185.7177 1186.3746 0
1186.3746 1187.0316 0
1187.0316 1187.6886 0
1187.6886 1188.3456 0
1188.3456 1189.0026 0
1189.0026 1189.6596 0
1189.6596 1190.3165 0
1190.3165 1190.9735 0
1190.9735 1191.6305 0
1191.6305 1192.2875 1
1192.2875 1192.9445 0
1192.9445 1193.6015 0
1193.6015 1194.2584 0
1194.2584 1194.9154 0
1194.9154 1195.5724 0
1195.5724 1196.2294 0
1196.2294 1196.8864 0
1196.8864 1197.5434 0
1197.5434 1198.2003 0
1198.2003 1198.8573 0
1198.8573 1199.5143 0
1199.5143 1200.1713 0
1200.1713 1200.8283 0
1200.8283 1201.4853 0
1201.4853 1202.1422 0
1202.1422 1202.7992 0
1202.7992 1203.4562 0
1203.4562 1204.1132 0
1204.1132 1204.7702 0
1204.7702 1205.4272 0
1205.4272 1206.0841 0
1206.0841 1206.7411 0
1206.7411 1207.3981 0
1207.3981 1208.0551 0
1208.0551 1208.7121 0
1208.7121 1209.3691 0
1209.3691 1210.0261 0
1210.0261 1210.6830 0
1210.6830 1211.3400 0
1211.3400 1211.9970 0
1211.9970 1212.6540 0
1212.6540 1213.3110 0
1213.3110 1213.9680 0
1213.9680 1214.6249 0
1214.6249 1215.2819 0
1215.2819 1215.9389 0
1215.9389 1216.5959 0
1216.5959 1217.2529 0
1217.2529 1217.9099 0
1217.9099 1218.5668 0
1218.5668 1219.2238 0
1219.2238 1219.8808 0
1219.8808 1220.5378 0
1220.5378 1221.1948 0
1221.1948 1221.8518 0
1221.8518 1222.5087 0
1222.5087 1223.1657 1
1223.1657 1223.8227 0
1223.8227 1224.4797 0
1224.4797 1225.1367 0
1225.1367 1225.7937 0
1225.7937 1226.4506 0
1226.4506 1227.1076 0
1227.1076 1227.7646 0
1227.7646 1228.4216 0
1228.4216 1229.0786 0
1229.0786 1229.7356 0
1229.7356 1230.3925 0
1230.3925 1231.0495 0
1231.0495 1231.7065 0
1231.7065 1232.3635 0
1232.3635 1233.0205 0
1233.0205 1233.6775 0
1233.6775 1234.3345 0
1234.3345 1234.9914 0
1234.9914 1235.6484 0
1235.6484 1236.3054 0
1236.3054 1236.9624 0
1236.9624 1237.6194 0
1237.6194 1238.2764 0
1238.2764 1238.9333 0
1238.9333 1239.5903 1
1239.5903 1240.2473 0
1240.2473 1240.9043 0
1240.9043 1241.5613 0
1241.5613 1242.2183 0
1242.2183 1242.8752 0
1242.8752 1243.5322 0
1243.5322 1244.1892 0
1244.1892 1244.8462 0
1244.8462 1245.5032 0
1245.5032 1246.1602 0
1246.1602 1246.8171 0
1246.8171 1247.4741 0
1247.4741 1248.1311 0
1248.1311 1248.7881 0
1248.7881 1249.4451 0
1249.4451 1250.1021 0
1250.1021 1250.7590 0
1250.7590 1251.4160 0
1251.4160 1252.0730 0
1252.0730 1252.7300 0
1252.7300 1253.3870 0
1253.3870 1254.0440 0
1254.0440 1254.7009 0
1254.7009 1255.3579 0
1255.3579 1256.0149 0
1256.0149 1256.6719 0
1256.6719 1257.3289 0
1257.3289 1257.9859 0
1257.9859 1258.6429 0
1258.6429 1259.2998 0
1259.2998 1259.9568 0
1259.9568 1260.6138 0
1260.6138 1261.2708 0
1261.2708 1261.9278 0
1261.9278 1262.5848 0
1262.5848 1263.2417 0
1263.2417 1263.8987 0
1263.8987 1264.5557 0
1264.5557 1265.2127 0
1265.2127 1265.8697 0
1265.8697 1266.5267 0
1266.5267 1267.1836 0
1267.1836 1267.8406 0
1267.8406 1268.4976 0
1268.4976 1269.1546 0
1269.1546 1269.8116 0
1269.8116 1270.4686 0
1270.4686 1271.1255 0
1271.1255 1271.7825 0
1271.7825 1272.4395 0
1272.4395 1273.0965 0
1273.0965 1273.7535 0
1273.7535 1274.4105 0
1274.4105 1275.0674 0
1275.0674 1275.7244 0
1275.7244 1276.3814 0
1276.3814 1277.0384 0
1277.0384 1277.6954 0
1277.6954 1278.3524 0
1278.3524 1279.0093 0
1279.0093 1279.6663 0
1279.6663 1280.3233 0
1280.3233 1280.9803 0
1280.9803 1281.6373 0
1281.6373 1282.2943 0
1282.2943 1282.9513 0
1282.9513 1283.6082 0
1283.6082 1284.2652 0
1284.2652 1284.9222 0
1284.9222 1285.5792 0
1285.5792 1286.2362 0
1286.2362 1286.8932 0
1286.8932 1287.5501 0
1287.5501 1288.2071 0
1288.2071 1288.8641 0
1288.8641 1289.5211 0
1289.5211 1290.1781 0
1290.1781 1290.8351 0
1290.8351 1291.4920 0
1291.4920 1292.1490 0
1292.1490 1292.8060 0
1292.8060 1293.4630 0
1293.4630 1294.1200 1
1294.1200 1294.7770 0
1294.7770 1295.4339 0
1295.4339 1296.0909 0
1296.0909 1296.7479 0
1296.7479 1297.4049 0
1297.4049 1298.0619 0
1298.0619 1298.7189 0
1298.7189 1299.3758 0
1299.3758 1300.0328 0
1300.0328 1300.6898 0
1300.6898 1301.3468 0
1301.3468 1302.0038 0
1302.0038 1302.6608 0
1302.6608 1303.3177 0
1303.3177 1303.9747 0
1303.9747 1304.6317 0
1304.6317 1305.2887 0
1305.2887 1305.9457 0
1305.9457 1306.6027 0
1306.6027 1307.2597 0
1307.2597 1307.9166 0
1307.9166 1308.5736 0
1308.5736 1309.2306 0
1309.2306 1309.8876 0
1309.8876 1310.5446 0
1310.5446 1311.2016 0
1311.2016 1311.8585 0
1311.8585 1312.5155 0
1312.5155 1313.1725 0
1313.1725 1313.8295 0
1313.8295 1314.4865 0
1314.4865 1315.1435 0
1315.1435 1315.8004 0
1315.8004 1316.4574 0
1316.4574 1317.1144 0
1317.1144 1317.7714 0
1317.7714 1318.4284 0
1318.4284 1319.0854 0
1319.0854 1319.7423 0
1319.7423 1320.3993 0
1320.3993 1321.0563 0
1321.0563 1321.7133 0
1321.7133 1322.3703 0
1322.3703 1323.0273 0
1323.0273 1323.6842 0
1323.6842 1324.3412 0
1324.3412 1324.9982 0
1324.9982 1325.6552 0
1325.6552 1326.3122 0
1326.3122 1326.9692 0
1326.9692 1327.6261 0
1327.6261 1328.2831 0
1328.2831 1328.9401 0
1328.9401 1329.5971 0
1329.5971 1330.2541 0
1330.2541 1330.9111 0
1330.9111 1331.5680 0
1331.5680 1332.2250 0
1332.2250 1332.8820 0
1332.8820 1333.5390 0
1333.5390 1334.1960 0
1334.1960 1334.8530 0
1334.8530 1335.5100 0
1335.5100 1336.1669 0
1336.1669 1336.8239 0
1336.8239 1337.4809 0
1337.4809 1338.1379 0
1338.1379 1338.7949 0
1338.7949 1339.4519 0
1339.4519 1340.1088 0
1340.1088 1340.7658 0
1340.7658 1341.4228 0
1341.4228 1342.0798 0
1342.0798 1342.7368 0
1342.7368 1343.3938 0
1343.3938 1344.0507 0
1344.0507 1344.7077 0
1344.7077 1345.3647 0
1345.3647 1346.0217 0
1346.0217 1346.6787 0
1346.6787 1347.3357 0
1347.3357 1347.9926 0
1347.9926 1348.6496 0
1348.6496 1349.3066 0
1349.3066 1349.9636 0
1349.9636 1350.6206 0
1350.6206 1351.2776 0
1351.2776 1351.9345 0
1351.9345 1352.5915 0
1352.5915 1353.2485 0
1353.2485 1353.9055 0
1353.9055 1354.5625 0
1354.5625 1355.2195 0
1355.2195 1355.8764 0
1355.8764 1356.5334 0
1356.5334 1357.1904 0
1357.1904 1357.8474 0
1357.8474 1358.5044 0
1358.5044 1359.1614 0
1359.1614 1359.8184 0
1359.8184 1360.4753 0
1360.4753 1361.1323 0
1361.1323 1361.7893 0
1361.7893 1362.4463 0
1362.4463 1363.1033 0
1363.1033 1363.7603 0
1363.7603 1364.4172 0
1364.4172 1365.0742 0
1365.0742 1365.7312 0
1365.7312 1366.3882 0
1366.3882 1367.0452 0
1367.0452 1367.7022 0
1367.7022 1368.3591 0
1368.3591 1369.0161 0
1369.0161 1369.6731 0
1369.6731 1370.3301 0
1370.3301 1370.9871 0
1370.9871 1371.6441 0
1371.6441 1372.3010 0
1372.3010 1372.9580 0
1372.9580 1373.6150 0
1373.6150 1374.2720 0
1374.2720 1374.9290 0
1374.9290 1375.5860 0
1375.5860 1376.2429 0
1376.2429 1376.8999 0
1376.8999 1377.5569 0
1377.5569 1378.2139 0
1378.2139 1378.8709 0
1378.8709 1379.5279 0
1379.5279 1380.1848 0
1380.1848 1380.8418 0
1380.8418 1381.4988 0
1381.4988 1382.1558 0
1382.1558 1382.8128 0
1382.8128 1383.4698 0
1383.4698 1384.1268 0
1384.1268 1384.7837 0
1384.7837 1385.4407 0
1385.4407 1386.0977 0
1386.0977 1386.7547 0
1386.7547 1387.4117 0
1387.4117 1388.0687 0
1388.0687 1388.7256 0
1388.7256 1389.3826 0
1389.3826 1390.0396 0
1390.0396 1390.6966 1
1390.6966 1391.3536 0
1391.3536 1392.0106 0
1392.0106 1392.6675 0
1392.6675 1393.3245 0
1393.3245 1393.9815 0
1393.9815 1394.6385 0
1394.6385 1395.2955 0
1395.2955 1395.9525 0
1395.9525 1396.6094 0
1396.6094 1397.2664 0
1397.2664 1397.9234 0
1397.9234 1398.5804 0
1398.5804 1399.2374 0
1399.2374 1399.8944 0
1399.8944 1400.5513 0
1400.5513 1401.2083 0
1401.2083 1401.8653 0
1401.8653 1402.5223 0
1402.5223 1403.1793 0
1403.1793 1403.8363 0
1403.8363 1404.4932 0
1404.4932 1405.1502 0
1405.1502 1405.8072 0
1405.8072 1406.4642 0
1406.4642 1407.1212 1
1407.1212 1407.7782 0
1407.7782 1408.4352 1
1408.4352 1409.0921 0
1409.0921 1409.7491 0
1409.7491 1410.4061 0
1410.4061 1411.0631 0
1411.0631 1411.7201 0
1411.7201 1412.3771 0
1412.3771 1413.0340 0
1413.0340 1413.6910 0
1413.6910 1414.3480 0
1414.3480 1415.0050 0
1415.0050 1415.6620 0
1415.6620 1416.3190 0
1416.3190 1416.9759 0
1416.9759 1417.6329 0
1417.6329 1418.2899 0
1418.2899 1418.9469 0
1418.9469 1419.6039 1
1419.6039 1420.2609 0
1420.2609 1420.9178 0
1420.9178 1421.5748 0
1421.5748 1422.2318 0
1422.2318 1422.8888 0
1422.8888 1423.5458 0
1423.5458 1424.2028 0
1424.2028 1424.8597 0
1424.8597 1425.5167 0
1425.5167 1426.1737 0
1426.1737 1426.8307 0
1426.8307 1427.4877 0
1427.4877 1428.1447 0
1428.1447 1428.8016 0
1428.8016 1429.4586 0
1429.4586 1430.1156 0
1430.1156 1430.7726 0
1430.7726 1431.4296 0
1431.4296 1432.0866 0
1432.0866 1432.7436 0
1432.7436 1433.4005 0
1433.4005 1434.0575 0
1434.0575 1434.7145 0
1434.7145 1435.3715 0
1435.3715 1436.0285 0
1436.0285 1436.6855 0
1436.6855 1437.3424 0
1437.3424 1437.9994 0
1437.9994 1438.6564 0
1438.6564 1439.3134 0
1439.3134 1439.9704 0
1439.9704 1440.6274 0
1440.6274 1441.2843 0
1441.2843 1441.9413 0
1441.9413 1442.5983 0
1442.5983 1443.2553 0
1443.2553 1443.9123 0
1443.9123 1444.5693 0
1444.5693 1445.2262 0
1445.2262 1445.8832 0
1445.8832 1446.5402 0
1446.5402 1447.1972 0
1447.1972 1447.8542 0
1447.8542 1448.5112 0
1448.5112 1449.1681 0
1449.1681 1449.8251 1
1449.8251 1450.4821 0
1450.4821 1451.1391 0
1451.1391 1451.7961 0
1451.7961 1452.4531 0
1452.4531 1453.1100 0
1453.1100 1453.7670 0
1453.7670 1454.4240 0
1454.4240 1455.0810 0
1455.0810 1455.7380 0
1455.7380 1456.3950 0
1456.3950 1457.0519 0
1457.0519 1457.7089 0
1457.7089 1458.3659 0
1458.3659 1459.0229 0
1459.0229 1459.6799 0
1459.6799 1460.3369 0
1460.3369 1460.9939 0
1460.9939 1461.6508 0
1461.6508 1462.3078 0
1462.3078 1462.9648 0
1462.9648 1463.6218 0
1463.6218 1464.2788 0
1464.2788 1464.9358 0
1464.9358 1465.5927 0
1465.5927 1466.2497 0
1466.2497 1466.9067 0
1466.9067 1467.5637 0
1467.5637 1468.2207 0
1468.2207 1468.8777 0
1468.8777 1469.5346 0
1469.5346 1470.1916 0
1470.1916 1470.8486 0
1470.8486 1471.5056 0
1471.5056 1472.1626 0
1472.1626 1472.8196 0
1472.8196 1473.4765 0
1473.4765 1474.1335 0
1474.1335 1474.7905 0
1474.7905 1475.4475 0
1475.4475 1476.1045 0
1476.1045 1476.7615 0
1476.7615 1477.4184 0
1477.4184 1478.0754 0
1478.0754 1478.7324 0
1478.7324 1479.3894 0
1479.3894 1480.0464 0
1480.0464 1480.7034 0
1480.7034 1481.3603 0
1481.3603 1482.0173 0
1482.0173 1482.6743 0
1482.6743 1483.3313 0
1483.3313 1483.9883 0
1483.9883 1484.6453 0
1484.6453 1485.3023 0
1485.3023 1485.9592 0
1485.9592 1486.6162 0
1486.6162 1487.2732 0
1487.2732 1487.9302 0
1487.9302 1488.5872 0
1488.5872 1489.2442 0
1489.2442 1489.9011 0
1489.9011 1490.5581 0
1490.5581 1491.2151 0
1491.2151 1491.8721 0
1491.8721 1492.5291 0
1492.5291 1493.1861 0
1493.1861 1493.8430 0
1493.8430 1494.5000 0
1494.5000 1495.1570 0
1495.1570 1495.8140 0
1495.8140 1496.4710 0
1496.4710 1497.1280 0
1497.1280 1497.7849 0
1497.7849 1498.4419 0
1498.4419 1499.0989 0
1499.0989 1499.7559 0
1499.7559 1500.4129 0
1500.4129 1501.0699 0
1501.0699 1501.7268 0
1501.7268 1502.3838 0
1502.3838 1503.0408 0
1503.0408 1503.6978 0
1503.6978 1504.3548 0
1504.3548 1505.0118 0
1505.0118 1505.6687 0
1505.6687 1506.3257 0
1506.3257 1506.9827 0
1506.9827 1507.6397 0
1507.6397 1508.2967 0
1508.2967 1508.9537 0
1508.9537 1509.6107 0
1509.6107 1510.2676 0
1510.2676 1510.9246 0
1510.9246 1511.5816 0
1511.5816 1512.2386 0
1512.2386 1512.8956 0
1512.8956 1513.5526 0
1513.5526 1514.2095 0
1514.2095 1514.8665 0
1514.8665 1515.5235 0
1515.5235 1516.1805 0
1516.1805 1516.8375 0
1516.8375 1517.4945 0
1517.4945 1518.1514 0
1518.1514 1518.8084 0
1518.8084 1519.4654 0
1519.4654 1520.1224 0
1520.1224 1520.7794 0
1520.7794 1521.4364 0
1521.4364 1522.0933 0
1522.0933 1522.7503 0
1522.7503 1523.4073 0
1523.4073 1524.0643 0
1524.0643 1524.7213 0
1524.7213 1525.3783 0
1525.3783 1526.0352 0
1526.0352 1526.6922 0
1526.6922 1527.3492 0
1527.3492 1528.0062 0
1528.0062 1528.6632 0
1528.6632 1529.3202 0
1529.3202 1529.9771 0
1529.9771 1530.6341 0
1530.6341 1531.2911 0
1531.2911 1531.9481 0
1531.9481 1532.6051 0
1532.6051 1533.2621 0
1533.2621 1533.9191 0
1533.9191 1534.5760 0
1534.5760 1535.2330 0
1535.2330 1535.8900 0
1535.8900 1536.5470 0
1536.5470 1537.2040 0
1537.2040 1537.8610 0
1537.8610 1538.5179 0
1538.5179 1539.1749 0
1539.1749 1539.8319 0
